_id,artist,song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6757c5642c5d5bfa07627c18,Shinedown,Second Chance,0.46,0.796,-4.501,0.0333,0.00107,0,0.106,0.182,100.011
6757c5642c5d5bfa07627dd7,Rixton,Me And My Broken Heart,0.545,0.783,-4.261,0.0345,0.00489,0,0.132,0.551,174.084
6757c5642c5d5bfa076278d3,Atomic Kitten,Eternal Flame - Single Version,0.578,0.581,-6.867,0.0318,0.0658,0.0042,0.0674,0.408,83.293
6757c5642c5d5bfa07627ac0,Dem Franchize Boyz,"Lean Wit It, Rock Wit It",0.886,0.62,-5.854,0.307,0.082,0,0.1,0.6,76.035
6757c5642c5d5bfa07627fd3,Ariana Grande,"break up with your girlfriend, i'm bored",0.726,0.554,-5.29,0.0917,0.0421,0,0.106,0.335,169.999
6757c5642c5d5bfa07627b32,Ciara,Promise,0.697,0.629,-5.757,0.0425,0.409,0.0000038,0.0819,0.439,123.279
6757c5642c5d5bfa07627f80,Charlie Puth,Done for Me (feat. Kehlani),0.856,0.632,-3.692,0.074,0.193,0,0.0688,0.697,112.009
6757c5642c5d5bfa07627960,Outkast,The Whole World (feat. Killer Mike),0.814,0.852,-6.176,0.401,0.0958,0.00000132,0.0288,0.717,184.682
6757c5642c5d5bfa076278a1,Jimmy Eat World,The Middle,0.643,0.849,-5.428,0.0526,0.0371,0,0.058,0.903,162.152
6757c5642c5d5bfa07627ee4,MGMT,Little Dark Age,0.705,0.712,-6.156,0.0385,0.0102,0.000855,0.1,0.62,97.512
6757c5642c5d5bfa07627d85,Calvin Harris,Sweet Nothing (feat. Florence Welch),0.573,0.929,-3.942,0.109,0.197,0.000112,0.0567,0.582,127.934
6757c5642c5d5bfa07627ab8,Eminem,When I'm Gone,0.618,0.746,-5.476,0.352,0.0553,0,0.273,0.75,75.272
6757c5642c5d5bfa07627999,Missy Elliott,Gossip Folks (feat. Ludacris),0.707,0.538,-5.264,0.505,0.362,0,0.317,0.439,121.732
6757c5642c5d5bfa07627f50,The Weeknd,Pray For Me (with Kendrick Lamar),0.735,0.677,-4.979,0.093,0.0762,0.0000217,0.111,0.188,100.584
6757c5642c5d5bfa0762792a,Liberty X,Just A Little,0.786,0.614,-6.554,0.0574,0.00616,0,0.049,0.742,103.887
6757c5642c5d5bfa07627c2b,Duck Sauce,Barbra Streisand - Radio Edit,0.769,0.922,-1.966,0.108,0.000939,0.197,0.233,0.506,127.965
6757c5642c5d5bfa076279d4,Houston,I Like That,0.797,0.502,-3.925,0.0968,0.0154,0,0.1,0.385,106.997
6757c5642c5d5bfa076278b9,Fragma,Everytime You Need Me - Radio Version,0.682,0.917,-5.459,0.0318,0.15,0.0676,0.34,0.79,137.029
6757c5642c5d5bfa07627e02,Alex & Sierra,Little Do You Know,0.5,0.292,-8.554,0.0323,0.746,0,0.188,0.37,145.879
6757c5642c5d5bfa07627bab,David Archuleta,Crush,0.57,0.664,-4.718,0.0322,0.00836,0.000012,0.0719,0.487,162.084
6757c5642c5d5bfa07627b3e,Mark Ronson,Stop Me (feat. Daniel Merriweather),0.626,0.906,-4.334,0.0403,0.00128,0.00000852,0.137,0.346,118.035
6757c5642c5d5bfa07627efc,Playboi Carti,Magnolia,0.791,0.582,-7.323,0.286,0.0114,0,0.35,0.443,162.991
6757c5642c5d5bfa0762794d,Cam’ron,Oh Boy,0.754,0.767,-5.586,0.145,0.0216,0,0.172,0.828,83.014
6757c5642c5d5bfa076279e9,Avril Lavigne,Nobody's Home,0.348,0.907,-3.66,0.0497,0.000516,0,0.161,0.177,185.406
6757c5642c5d5bfa07627d52,Stromae,Papaoutai,0.733,0.818,-7.222,0.0859,0.0241,0,0.0636,0.253,116.019
6757c5642c5d5bfa07627e60,Kygo,Firestone,0.704,0.634,-7.374,0.0428,0.393,0.0000317,0.0952,0.411,113.927
6757c5642c5d5bfa07627c69,Jay Sean,Do You Remember,0.855,0.668,-4.892,0.0644,0.0242,0,0.102,0.803,125.846
6757c5642c5d5bfa07627be8,Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",0.451,0.873,-4.711,0.19,0.171,0,0.327,0.589,119.918
6757c5642c5d5bfa0762791f,Disturbing Tha Peace,Move Bitch,0.777,0.751,-5.692,0.133,0.245,0,0.1,0.191,177.894
6757c5642c5d5bfa07627ee9,Maroon 5,Cold (feat. Future),0.697,0.716,-6.288,0.113,0.118,0,0.0424,0.506,99.905
6757c5642c5d5bfa07627af5,Fergie,Big Girls Don't Cry (Personal),0.708,0.641,-4.296,0.0335,0.205,0,0.0945,0.253,113.082
6757c5642c5d5bfa07627d20,Taylor Swift,I Knew You Were Trouble.,0.622,0.469,-6.798,0.0363,0.00454,0.00000225,0.0335,0.679,77.019
6757c5642c5d5bfa07627dc0,David Guetta,Bad (feat. Vassy) - Radio Edit,0.614,0.972,-3.927,0.088,0.00125,0.0186,0.328,0.411,127.966
6757c5642c5d5bfa07627fb2,Alec Benjamin,Let Me Down Slowly,0.652,0.557,-5.714,0.0318,0.74,0,0.124,0.483,150.073
6757c5642c5d5bfa07627cf7,Kendrick Lamar,Swimming Pools (Drank) - Extended Version,0.716,0.485,-7.745,0.404,0.123,0.0000269,0.604,0.26,74.132
6757c5642c5d5bfa07627dfb,Tiësto,Wasted,0.645,0.832,-5.595,0.0294,0.00106,0.00264,0.199,0.375,112.028
6757c5642c5d5bfa07627a5d,Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,0.905,0.55,-7.558,0.372,0.0628,0,0.0644,0.52,100.813
6757c5642c5d5bfa07627ec4,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",0.632,0.702,-5.92,0.148,0.0114,0,0.108,0.523,162.958
6757c5642c5d5bfa07627c6c,The Wanted,All Time Low,0.689,0.615,-5.022,0.0563,0.352,0,0.0789,0.783,134.036
6757c5642c5d5bfa07627964,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",0.686,0.735,-4.616,0.264,0.00921,0.00066,0.342,0.0596,171.355
6757c5642c5d5bfa07627dc9,Jeremih,Don't Tell 'Em,0.856,0.527,-5.225,0.0997,0.392,0,0.11,0.386,98.052
6757c5642c5d5bfa07627b2a,Omarion,Ice Box,0.775,0.731,-5.446,0.134,0.189,0,0.129,0.821,131.105
6757c5642c5d5bfa07627f2f,2 Chainz,It's A Vibe,0.822,0.502,-7.38,0.148,0.0312,0.000887,0.114,0.525,73.003
6757c5642c5d5bfa07627c1f,Eminem,Love The Way You Lie,0.749,0.925,-5.034,0.227,0.241,0,0.52,0.641,86.989
6757c5642c5d5bfa07627d94,One Direction,Best Song Ever,0.652,0.877,-2.986,0.0465,0.0227,0,0.0789,0.486,118.491
6757c5642c5d5bfa07627e75,Nicky Jam,El Perdón - Forgiveness,0.736,0.719,-3.839,0.0357,0.256,0,0.0909,0.656,90.013
