_id,artist,song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6757c5642c5d5bfa07627a39,Gwen Stefani,Rich Girl,0.856,0.754,-2.728,0.0416,0.0294,0.0000149,0.206,0.722,98.018
6757c5642c5d5bfa07627a3a,The Chemical Brothers,Galvanize,0.745,0.714,-3.681,0.0751,0.0141,0.0222,0.363,0.365,104.003
6757c5642c5d5bfa07627a3b,Fort Minor,Remember the Name (feat. Styles of Beyond),0.688,0.835,-4.162,0.0911,0.0583,0.00000287,0.0795,0.88,84.858
6757c5642c5d5bfa07627a3c,50 Cent,Disco Inferno,0.925,0.659,-4.763,0.231,0.206,0.0000788,0.279,0.71,97.018
6757c5642c5d5bfa07627a3d,The Game,How We Do,0.862,0.648,-7.401,0.251,0.0455,0,0.0332,0.637,98.012
6757c5642c5d5bfa07627a3e,Chris Brown,Run It! (feat. Juelz Santana),0.846,0.482,-6.721,0.129,0.0246,0,0.393,0.212,100.969
6757c5642c5d5bfa07627a3f,Mariah Carey,It's Like That,0.8,0.633,-4.875,0.0514,0.0901,0,0.0315,0.836,95.953
6757c5642c5d5bfa07627a40,Black Eyed Peas,My Humps,0.802,0.682,-5.924,0.222,0.111,0.0000139,0.109,0.586,123.95
6757c5642c5d5bfa07627a41,Ciara,Oh (feat. Ludacris),0.8,0.496,-7.135,0.0506,0.000298,0,0.0697,0.357,128.29
6757c5642c5d5bfa07627a42,50 Cent,Outta Control - Remix,0.772,0.599,-5.996,0.246,0.0277,0,0.0839,0.557,92.029
6757c5642c5d5bfa07627a43,Baby Bash,"Baby, I'm Back",0.899,0.365,-5.461,0.105,0.0508,0,0.097,0.749,100.01
6757c5642c5d5bfa07627a44,Jennifer Lopez,Get Right,0.741,0.759,-5.096,0.12,0.0218,0,0.628,0.362,97.084
6757c5642c5d5bfa07627a45,JAY-Z,Numb / Encore,0.687,0.793,-4.254,0.166,0.0603,0,0.582,0.751,107.045
6757c5642c5d5bfa07627a46,The Game,Hate It Or Love It,0.802,0.785,-4.781,0.207,0.14,0,0.123,0.435,99.998
6757c5642c5d5bfa07627a47,Gorillaz,Feel Good Inc.,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559
6757c5642c5d5bfa07627a48,Black Eyed Peas,Don't Phunk With My Heart,0.69,0.928,-2.76,0.061,0.00937,0,0.547,0.604,130.889
6757c5642c5d5bfa07627a49,Akon,Lonely,0.629,0.532,-7.88,0.0352,0.331,0,0.238,0.619,90.098
6757c5642c5d5bfa07627a4a,Bodyrockers,I Like The Way - Radio Edit,0.642,0.851,-3.638,0.0431,0.0248,0.0146,0.084,0.777,127.988
6757c5642c5d5bfa07627a4b,Sugababes,Push The Button,0.962,0.66,-5.096,0.061,0.0485,0,0.076,0.814,126.016
6757c5642c5d5bfa07627a4c,Jeezy,Soul Survivor,0.684,0.493,-7.728,0.0459,0.000839,0,0.157,0.08,84.03
6757c5642c5d5bfa07627a4d,Eminem,Mockingbird,0.637,0.678,-3.798,0.266,0.209,0,0.156,0.254,84.039
6757c5642c5d5bfa07627a4e,Shakira,La Tortura (feat. Alejandro Sanz),0.74,0.783,-5.367,0.0427,0.0297,0.000308,0.123,0.812,100.011
6757c5642c5d5bfa07627a4f,Gorillaz,DARE,0.76,0.891,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264
6757c5642c5d5bfa07627a50,Snoop Dogg,Signs,0.94,0.713,-5.308,0.127,0.0319,0.00076,0.325,0.666,112.955
6757c5642c5d5bfa07627a51,Robbie Williams,Tripping,0.666,0.922,-4.458,0.0429,0.0381,0.000191,0.0633,0.828,118.014
6757c5642c5d5bfa07627a52,David Banner,Play,0.837,0.658,-8.013,0.126,0.000213,0.122,0.243,0.586,95.027
6757c5642c5d5bfa07627a53,Trillville,Some Cut,0.9,0.515,-6.626,0.372,0.00341,0,0.111,0.659,84.995
6757c5642c5d5bfa07627a54,D4L,Laffy Taffy,0.891,0.439,-7.994,0.428,0.0351,0,0.0932,0.622,77.499
6757c5642c5d5bfa07627a55,Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),0.904,0.813,-7.105,0.121,0.0311,0.00697,0.0471,0.81,125.461
6757c5642c5d5bfa07627a56,Rob Thomas,Lonely No More,0.551,0.896,-3.152,0.109,0.033,0,0.0899,0.858,171.79
6757c5642c5d5bfa07627a57,Brian McFadden,Almost Here,0.561,0.452,-7.324,0.0336,0.409,0,0.106,0.316,77.984
6757c5642c5d5bfa07627a58,Bobby V.,"Slow Down - 12"" Version",0.568,0.732,-4.896,0.103,0.179,0.00000492,0.401,0.626,186.048
6757c5642c5d5bfa07627a59,Backstreet Boys,Incomplete,0.437,0.589,-4.834,0.0331,0.231,0,0.0768,0.165,133.631
6757c5642c5d5bfa07627a5a,Pretty Ricky,Grind With Me,0.7,0.538,-5.952,0.045,0.000204,0,0.105,0.189,136.518
6757c5642c5d5bfa07627a5b,Kanye West,Diamonds From Sierra Leone - Remix,0.672,0.814,-3.768,0.27,0.258,0,0.164,0.379,97.043
6757c5642c5d5bfa07627a5c,Snoop Dogg,Drop It Like It's Hot,0.892,0.628,-3.832,0.216,0.169,0,0.102,0.676,92.063
6757c5642c5d5bfa07627a5d,Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,0.905,0.55,-7.558,0.372,0.0628,0,0.0644,0.52,100.813
6757c5642c5d5bfa07627a5e,Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),0.878,0.417,-6.799,0.361,0.0444,0,0.0833,0.904,77.49
6757c5642c5d5bfa07627a5f,Ciara,"1, 2 Step (feat. Missy Elliott) - Main",0.939,0.498,-10.94,0.161,0.0444,0.00128,0.0475,0.801,113.053
6757c5642c5d5bfa07627a60,Amerie,1 Thing,0.636,0.946,-4.683,0.332,0.115,0.0000375,0.0416,0.891,125.085
6757c5642c5d5bfa07627a61,Ludacris,Get Back,0.555,0.639,-5.16,0.263,0.0594,0,0.118,0.184,171.609
6757c5642c5d5bfa07627a62,Franz Ferdinand,Do You Want To,0.412,0.944,-2.896,0.0448,0.0724,0.000493,0.801,0.79,123.091
6757c5642c5d5bfa07627a63,Natalie Imbruglia,Shiver,0.489,0.798,-4.49,0.0316,0.00115,0.00000281,0.149,0.309,94.163
6757c5642c5d5bfa07627a64,Gwen Stefani,Hollaback Girl,0.926,0.916,-2.221,0.0929,0.35,0.00000617,0.0234,0.904,110.007
6757c5642c5d5bfa07627a65,Pretty Ricky,Your Body,0.838,0.594,-5.695,0.113,0.176,0,0.0867,0.507,90.038
6757c5642c5d5bfa07627a66,Thirty Seconds To Mars,The Kill,0.179,0.912,-3.881,0.0791,0.0014,0.000294,0.582,0.289,182.99
6757c5642c5d5bfa07627a67,Alicia Keys,Karma,0.727,0.736,-6.203,0.0615,0.0743,0.00311,0.0348,0.687,85.098
6757c5642c5d5bfa07627a68,2Pac,Ghetto Gospel,0.794,0.614,-5.352,0.0467,0.0964,0,0.0788,0.663,80.569
6757c5642c5d5bfa07627a69,Craig David,Don't Love You No More (I'm Sorry),0.636,0.558,-7.076,0.0245,0.462,0,0.062,0.572,100.113
6757c5642c5d5bfa07627a6a,Katie Melua,Nine Million Bicycles,0.534,0.247,-15.636,0.0322,0.516,0.00859,0.122,0.344,82.168
6757c5642c5d5bfa07627a6b,Lil Jon & The East Side Boyz,Lovers And Friends,0.675,0.501,-6.183,0.22,0.0541,0,0.429,0.532,139.861
6757c5642c5d5bfa07627a6c,Mariah Carey,Don't Forget About Us - Radio Edit,0.7,0.529,-6.816,0.0395,0.0422,0,0.101,0.386,143.555
6757c5642c5d5bfa07627a6d,Ying Yang Twins,Wait (The Whisper Song),0.933,0.513,-13.203,0.347,0.00112,0.00248,0.107,0.595,102.017
6757c5642c5d5bfa07627a6e,Will Smith,Switch,0.873,0.9,-4.325,0.18,0.0107,0.000502,0.556,0.478,102.516
6757c5642c5d5bfa07627a6f,Bow Wow,Like You (feat. Ciara),0.714,0.6,-8.365,0.0876,0.0465,0,0.0646,0.504,82.017
6757c5642c5d5bfa07627a70,Kaiser Chiefs,Everyday I Love You Less And Less,0.49,0.956,-4.556,0.0407,0.00466,0.00000615,0.242,0.577,160.028
6757c5642c5d5bfa07627a71,Kelly Clarkson,Behind These Hazel Eyes,0.548,0.889,-4.682,0.0382,0.00165,0.00109,0.197,0.425,90.048
6757c5642c5d5bfa07627a72,Black Eyed Peas,Don't Lie,0.662,0.785,-5.299,0.186,0.16,0,0.0784,0.604,89.885
6757c5642c5d5bfa07627a73,Westlife,You Raise Me Up,0.129,0.358,-6.596,0.0314,0.631,0,0.0886,0.172,75.048
6757c5642c5d5bfa07627a74,Ray J,One Wish,0.525,0.652,-7.042,0.28,0.278,0,0.339,0.602,127.673
6757c5642c5d5bfa07627a75,Papa Roach,Scars,0.455,0.929,-3.295,0.0494,0.0875,0,0.226,0.484,89.782
6757c5642c5d5bfa07627a76,Arctic Monkeys,I Bet You Look Good On The Dancefloor,0.535,0.948,-4.19,0.0356,0.00225,0,0.376,0.778,103.183
6757c5642c5d5bfa07627a77,Shayne Ward,That's My Goal,0.286,0.508,-5.966,0.0336,0.372,0,0.27,0.14,68.637
6757c5642c5d5bfa07627a78,Bow Wow,Let Me Hold You (feat. Omarion),0.815,0.662,-8.244,0.199,0.0915,0.000409,0.0898,0.611,151.518
6757c5642c5d5bfa07627a79,Kaiser Chiefs,I Predict A Riot,0.395,0.979,-3.241,0.0766,0.0243,0,0.12,0.41,158.842
6757c5642c5d5bfa07627a7a,Usher,Caught Up,0.817,0.806,-4.606,0.0623,0.027,0.000009,0.119,0.805,110.086
6757c5642c5d5bfa07627a7b,Kelly Clarkson,Because of You,0.587,0.583,-5.284,0.0313,0.248,0,0.124,0.15,139.92
6757c5642c5d5bfa07627a7c,3 Doors Down,Let Me Go,0.478,0.863,-4.914,0.0387,0.0181,0,0.111,0.491,92.004
6757c5642c5d5bfa07627a7d,Nickelback,Photograph,0.515,0.876,-3.756,0.0292,0.000932,0.000166,0.136,0.385,145.916
6757c5642c5d5bfa07627a7e,T-Pain,I'm Sprung,0.722,0.329,-11.617,0.108,0.088,0,0.081,0.166,99.991
6757c5642c5d5bfa07627a7f,Destiny's Child,Cater 2 U,0.605,0.584,-7.043,0.197,0.286,0,0.235,0.464,125.802
6757c5642c5d5bfa07627a80,The Pussycat Dolls,Stickwitu,0.548,0.554,-6.408,0.0587,0.283,0,0.0708,0.382,79.918
6757c5642c5d5bfa07627a81,Ryan Cabrera,true,0.598,0.4,-10.054,0.0241,0.459,0,0.151,0.369,96.938
6757c5642c5d5bfa07627a82,Stereophonics,Dakota,0.506,0.93,-3.499,0.0675,0.129,0.00682,0.0931,0.305,146.994
6757c5642c5d5bfa07627a83,Eminem,Like Toy Soldiers,0.52,0.768,-3.489,0.359,0.0193,0.00034,0.104,0.398,79.178
6757c5642c5d5bfa07627a84,Nelly,Over And Over,0.644,0.517,-10.02,0.0803,0.0065,0.00000137,0.158,0.464,169.799
6757c5642c5d5bfa07627a85,Coldplay,Speed of Sound,0.514,0.898,-6.765,0.0577,0.00488,0.0345,0.0746,0.353,123.067
6757c5642c5d5bfa07627a86,KT Tunstall,Suddenly I See,0.587,0.767,-5.713,0.0449,0.225,0,0.112,0.664,100.38
6757c5642c5d5bfa07627a87,Destiny's Child,Girl,0.567,0.747,-6.019,0.105,0.31,0,0.04,0.556,89.036
6757c5642c5d5bfa07627a88,Kelly Clarkson,Since U Been Gone,0.662,0.739,-5.354,0.0322,0.00206,0.0603,0.113,0.382,130.999
6757c5642c5d5bfa07627a89,U2,Sometimes You Can't Make It On Your Own,0.53,0.597,-5.652,0.0247,0.00275,0.473,0.105,0.346,96
6757c5642c5d5bfa07627a8a,The All-American Rejects,Dirty Little Secret,0.469,0.955,-4.253,0.0432,0.000343,0.00000135,0.548,0.462,143.853
6757c5642c5d5bfa07627a8b,Toby Keith,As Good As I Once Was,0.68,0.87,-4.461,0.0393,0.266,0,0.109,0.646,119.075
6757c5642c5d5bfa07627a8c,Gwen Stefani,Cool,0.709,0.721,-3.52,0.0281,0.0322,0.000309,0.355,0.801,112.019
6757c5642c5d5bfa07627a8d,Foo Fighters,Best of You,0.366,0.94,-5.119,0.0696,0.000769,0.0000942,0.188,0.369,130.198
6757c5642c5d5bfa07627a8e,Shakira,Hips Don't Lie (feat. Wyclef Jean),0.778,0.824,-5.892,0.0707,0.284,0,0.405,0.758,100.024
6757c5642c5d5bfa07627a8f,Sean Paul,Temperature,0.951,0.6,-4.675,0.0685,0.106,0,0.0712,0.822,125.04
6757c5642c5d5bfa07627a90,Justin Timberlake,SexyBack (feat. Timbaland),0.967,0.583,-5.562,0.0789,0.0584,0,0.0519,0.964,117
6757c5642c5d5bfa07627a91,Beyoncé,Irreplaceable,0.447,0.694,-4.637,0.382,0.0293,0.00000546,0.167,0.509,175.868
6757c5642c5d5bfa07627a92,Amy Winehouse,Rehab,0.407,0.558,-13.609,0.0552,0.0541,0.00000151,0.34,0.777,71.815
6757c5642c5d5bfa07627a93,Rihanna,SOS,0.677,0.671,-4.905,0.0361,0.004,0.0000507,0.413,0.527,137.046
6757c5642c5d5bfa07627a94,Gnarls Barkley,Crazy,0.855,0.587,-4.589,0.0336,0.0505,0.00714,0.105,0.64,111.97
6757c5642c5d5bfa07627a95,Busta Rhymes,Touch It,0.658,0.551,-6.62,0.37,0.0043,0.000108,0.197,0.442,138.335
6757c5642c5d5bfa07627a96,Nelly Furtado,Maneater,0.796,0.777,-4.81,0.0397,0.0261,0.000358,0.121,0.787,132.722
6757c5642c5d5bfa07627a97,Bob Sinclar,Rock This Party - Everybody Dance Now,0.893,0.823,-3.708,0.122,0.0714,0,0.0509,0.902,128.009
6757c5642c5d5bfa07627a98,Diddy,Come to Me (feat. Nicole Scherzinger),0.819,0.485,-6.45,0.0756,0.0176,0,0.658,0.386,96.998
6757c5642c5d5bfa07627a99,Madonna,Sorry,0.589,0.877,-6.229,0.046,0.00121,0.013,0.169,0.443,132.971
6757c5642c5d5bfa07627a9a,Chamillionaire,Ridin',0.787,0.799,-4.68,0.0993,0.189,0,0.3,0.835,143.052
6757c5642c5d5bfa07627a9b,Black Eyed Peas,Pump It,0.648,0.931,-3.15,0.181,0.00937,0,0.752,0.744,153.649
6757c5642c5d5bfa07627a9c,Nelly Furtado,Promiscuous,0.808,0.97,-6.098,0.0506,0.0569,0.0000613,0.154,0.868,114.328
6757c5642c5d5bfa07627a9d,Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,0.814,0.923,-4.525,0.229,0.0154,0.154,0.0862,0.518,127.919
6757c5642c5d5bfa07627a9e,Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,0.711,0.761,-3.04,0.225,0.067,0,0.041,0.718,95.824
6757c5642c5d5bfa07627a9f,The Pussycat Dolls,Buttons,0.565,0.817,-4.338,0.27,0.152,0,0.247,0.477,210.851
6757c5642c5d5bfa07627aa0,Ciara,Get Up (feat. Chamillionaire),0.964,0.595,-6.887,0.109,0.0248,0.00000514,0.0405,0.629,128.593
6757c5642c5d5bfa07627aa1,Eminem,Shake That,0.963,0.643,-5.785,0.117,0.0507,0.0000494,0.157,0.534,107.005
6757c5642c5d5bfa07627aa2,Cherish,Do It To It,0.826,0.67,-5.559,0.169,0.00798,0,0.495,0.794,74.007
6757c5642c5d5bfa07627aa3,Muse,Supermassive Black Hole,0.668,0.921,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120
6757c5642c5d5bfa07627aa4,Chris Brown,Gimme That,0.678,0.572,-7.033,0.0466,0.00374,0.0000659,0.118,0.444,87.165
6757c5642c5d5bfa07627aa5,Infernal,From Paris to Berlin,0.741,0.869,-6.534,0.0816,0.096,0,0.0396,0.839,126.069
6757c5642c5d5bfa07627aa6,Cassie,Me & U,0.803,0.454,-4.802,0.0294,0.352,0,0.0655,0.739,99.99
6757c5642c5d5bfa07627aa7,E-40,U and Dat (feat. T. Pain & Kandi Girl),0.858,0.484,-7.448,0.277,0.0241,0.0000018,0.123,0.329,99.992
6757c5642c5d5bfa07627aa8,The Pussycat Dolls,Beep,0.938,0.735,-6.382,0.0434,0.00952,0,0.0998,0.55,103.7
6757c5642c5d5bfa07627aa9,Lil Jon,Snap Yo Fingers,0.835,0.757,-5.029,0.23,0.00647,0,0.29,0.626,82.038
6757c5642c5d5bfa07627aaa,Armand Van Helden,My My My - Radio Edit,0.678,0.768,-8.502,0.137,0.0195,0.00866,0.0322,0.758,127.51
6757c5642c5d5bfa07627aab,The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",0.833,0.628,-7.041,0.141,0.0949,0.0000016,0.282,0.645,106.328
6757c5642c5d5bfa07627aac,Yung Joc,It's Goin' Down (feat. Nitti),0.888,0.577,-7.702,0.0612,0.0986,0,0.131,0.609,84.003
6757c5642c5d5bfa07627aad,Shayne Ward,No Promises,0.5,0.498,-6.087,0.026,0.527,0,0.123,0.182,79.798
6757c5642c5d5bfa07627aae,Justin Timberlake,My Love (feat. T.I.),0.771,0.68,-5.881,0.224,0.277,0.0000118,0.682,0.808,119.952
6757c5642c5d5bfa07627aaf,Nickelback,Savin' Me,0.441,0.815,-4.088,0.0276,0.000731,0,0.414,0.522,164.007
6757c5642c5d5bfa07627ab0,Nelly,Grillz,0.867,0.504,-7.737,0.241,0.0358,0,0.307,0.84,82.996
6757c5642c5d5bfa07627ab1,Take That,Patience,0.309,0.783,-4.154,0.0405,0.142,0.00000111,0.118,0.372,175.788
6757c5642c5d5bfa07627ab2,Fergie,London Bridge,0.769,0.609,-5.894,0.357,0.216,0,0.166,0.633,90.951
6757c5642c5d5bfa07627ab3,Cascada,Everytime We Touch - Radio Edit,0.64,0.977,-5.369,0.0555,0.00461,0.0000168,0.371,0.493,142.019
6757c5642c5d5bfa07627ab4,D4L,Laffy Taffy,0.891,0.439,-7.994,0.428,0.0351,0,0.0932,0.622,77.499
6757c5642c5d5bfa07627ab5,LL Cool J,Control Myself,0.825,0.876,-6.556,0.211,0.00928,0.000012,0.205,0.48,120.066
6757c5642c5d5bfa07627ab6,Beyoncé,Deja Vu (feat. Jay-Z),0.644,0.746,-4.941,0.341,0.0071,0.0000122,0.0743,0.355,105.253
6757c5642c5d5bfa07627ab7,P!nk,Stupid Girls,0.683,0.886,-5.045,0.071,0.000738,0.00188,0.0524,0.566,100.04
6757c5642c5d5bfa07627ab8,Eminem,When I'm Gone,0.618,0.746,-5.476,0.352,0.0553,0,0.273,0.75,75.272
6757c5642c5d5bfa07627ab9,Kelis,Bossy,0.906,0.633,-5.316,0.19,0.000182,0.00000834,0.058,0.779,84.021
6757c5642c5d5bfa07627aba,Bob Sinclar,Love Generation - Radio Edit,0.715,0.812,-5.758,0.062,0.175,0.000134,0.044,0.554,128.04
6757c5642c5d5bfa07627abb,Meck,Thunder in My Heart Again (Radio Edit),0.679,0.922,-4.67,0.0294,0.000241,0.69,0.0697,0.806,129.016
6757c5642c5d5bfa07627abc,Mary J. Blige,Be Without You - Kendu Mix,0.726,0.7,-5.881,0.0998,0.0717,0,0.262,0.673,146.559
6757c5642c5d5bfa07627abd,Girls Aloud,Something Kinda Ooooh,0.681,0.908,-3.918,0.0473,0.0232,0,0.355,0.879,131.925
6757c5642c5d5bfa07627abe,Rihanna,Unfaithful,0.588,0.391,-8.607,0.0334,0.839,0,0.227,0.349,144.069
6757c5642c5d5bfa07627abf,Kanye West,Touch The Sky,0.552,0.846,-4.912,0.342,0.0114,0,0.309,0.554,98.56
6757c5642c5d5bfa07627ac0,Dem Franchize Boyz,"Lean Wit It, Rock Wit It",0.886,0.62,-5.854,0.307,0.082,0,0.1,0.6,76.035
6757c5642c5d5bfa07627ac1,Evanescence,Call Me When You're Sober,0.45,0.883,-4.094,0.0524,0.00193,0,0.293,0.328,93.41
6757c5642c5d5bfa07627ac2,Chingy,Pullin' Me Back,0.786,0.511,-6.66,0.286,0.0825,0,0.12,0.587,80
6757c5642c5d5bfa07627ac3,Nickelback,Far Away,0.518,0.797,-5.153,0.0309,0.000681,0,0.107,0.293,132.918
6757c5642c5d5bfa07627ac4,Fall Out Boy,"Dance, Dance",0.622,0.961,-3.198,0.154,0.00523,0,0.0854,0.449,114.452
6757c5642c5d5bfa07627ac5,Leona Lewis,A Moment Like This,0.261,0.562,-3.667,0.0301,0.423,0.00000754,0.131,0.167,70.543
6757c5642c5d5bfa07627ac6,T.I.,What You Know,0.551,0.81,-4.365,0.0344,0.0155,0,0.169,0.332,73.464
6757c5642c5d5bfa07627ac7,Ludacris,Money Maker,0.551,0.598,-6.79,0.27,0.15,0,0.299,0.612,78.756
6757c5642c5d5bfa07627ac8,Nick Lachey,What's Left Of Me,0.42,0.742,-5.665,0.0375,0.142,0,0.145,0.294,149.965
6757c5642c5d5bfa07627ac9,Jibbs,Chain Hang Low,0.792,0.589,-6.869,0.262,0.0259,0.000128,0.114,0.778,157.147
6757c5642c5d5bfa07627aca,Arctic Monkeys,When The Sun Goes Down,0.348,0.875,-4.758,0.199,0.0341,0,0.117,0.407,169.152
6757c5642c5d5bfa07627acb,Rascal Flatts,Life is a Highway,0.561,0.936,-5.409,0.0613,0.00185,0,0.102,0.594,103.055
6757c5642c5d5bfa07627acc,Beyoncé,Check On It (feat. Slim Thug),0.7,0.887,-3.887,0.218,0.0805,0,0.376,0.883,166.104
6757c5642c5d5bfa07627acd,Keyshia Cole,Love,0.688,0.519,-4.285,0.0283,0.064,0,0.1,0.318,116.714
6757c5642c5d5bfa07627ace,Lily Allen,Smile,0.632,0.639,-5.938,0.0259,0.00143,0,0.221,0.733,95.506
6757c5642c5d5bfa07627acf,Ne-Yo,Sexy Love,0.693,0.516,-6.446,0.0413,0.297,0.000127,0.0604,0.494,94.02
6757c5642c5d5bfa07627ad0,JoJo,Too Little Too Late,0.535,0.823,-5.338,0.0431,0.0113,0.00000388,0.146,0.685,83.001
6757c5642c5d5bfa07627ad1,Mary J. Blige,One,0.344,0.874,-3.161,0.0777,0.0841,0,0.129,0.269,185.888
6757c5642c5d5bfa07627ad2,Bubba Sparxxx,Ms. New Booty,0.64,0.62,-5.931,0.416,0.016,0,0.0831,0.609,129.37
6757c5642c5d5bfa07627ad3,Amy Winehouse,You Know I'm No Good,0.705,0.806,-3.607,0.0309,0.0132,0.00428,0.0701,0.734,103.383
6757c5642c5d5bfa07627ad4,Rascal Flatts,What Hurts The Most,0.537,0.674,-5.134,0.0277,0.0088,0,0.265,0.33,136.002
6757c5642c5d5bfa07627ad5,Red Hot Chili Peppers,Dani California,0.556,0.913,-2.36,0.0437,0.0193,0.00000859,0.346,0.73,96.184
6757c5642c5d5bfa07627ad6,Scissor Sisters,I Don't Feel Like Dancin',0.707,0.923,-3.409,0.0276,0.0195,0,0.342,0.845,108.023
6757c5642c5d5bfa07627ad7,Ne-Yo,So Sick,0.452,0.574,-8.336,0.31,0.246,0,0.189,0.58,92.791
6757c5642c5d5bfa07627ad8,Hinder,Lips Of An Angel,0.474,0.744,-5.386,0.0341,0.0208,0.00000122,0.209,0.238,129.005
6757c5642c5d5bfa07627ad9,The Raconteurs,"Steady, As She Goes",0.525,0.578,-4.563,0.12,0.0132,0.00916,0.108,0.537,123.696
6757c5642c5d5bfa07627ada,The Fratellis,Chelsea Dagger,0.511,0.815,-3.14,0.144,0.0491,0,0.0826,0.586,154.514
6757c5642c5d5bfa07627adb,Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),0.684,0.819,-3.309,0.238,0.262,0.00197,0.113,0.25,179.999
6757c5642c5d5bfa07627adc,The Pussycat Dolls,Stickwitu,0.548,0.554,-6.408,0.0587,0.283,0,0.0708,0.382,79.918
6757c5642c5d5bfa07627add,Panic! At The Disco,I Write Sins Not Tragedies,0.566,0.815,-4.481,0.14,0.0737,0,0.12,0.672,169.961
6757c5642c5d5bfa07627ade,James Blunt,Goodbye My Lover,0.432,0.261,-12.591,0.0512,0.953,0.00342,0.0903,0.273,89.567
6757c5642c5d5bfa07627adf,Christina Aguilera,Ain't No Other Man,0.862,0.742,-4.722,0.222,0.00376,0.00855,0.103,0.511,127.91
6757c5642c5d5bfa07627ae0,Westlife,The Rose,0.272,0.203,-9.706,0.0294,0.784,0,0.0805,0.172,109.581
6757c5642c5d5bfa07627ae1,Keane,Is It Any Wonder?,0.489,0.955,-2.771,0.0363,0.0000382,0.000178,0.334,0.816,129.352
6757c5642c5d5bfa07627ae2,Orson,No Tomorrow,0.656,0.624,-4.623,0.0691,0.0065,0,0.278,0.735,124.082
6757c5642c5d5bfa07627ae3,T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),0.731,0.368,-10.38,0.0688,0.00544,0,0.193,0.512,145.171
6757c5642c5d5bfa07627ae4,KT Tunstall,Black Horse And The Cherry Tree,0.748,0.786,-7.788,0.0641,0.328,0,0.34,0.917,104.833
6757c5642c5d5bfa07627ae5,Natasha Bedingfield,Unwritten,0.706,0.8,-6.333,0.0399,0.00584,0,0.0822,0.629,100.011
6757c5642c5d5bfa07627ae6,Razorlight,America,0.447,0.568,-4.975,0.0305,0.295,0.00000326,0.355,0.149,90.933
6757c5642c5d5bfa07627ae7,James Morrison,You Give Me Something,0.559,0.688,-6.496,0.114,0.216,0,0.0855,0.578,79.753
6757c5642c5d5bfa07627ae8,Snow Patrol,You're All I Have,0.467,0.921,-4.554,0.045,0.0000548,0.0566,0.176,0.501,132.013
6757c5642c5d5bfa07627ae9,The Fray,How to Save a Life,0.64,0.743,-4.08,0.0379,0.269,0,0.101,0.361,122.035
6757c5642c5d5bfa07627aea,Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),0.7,0.465,-6.815,0.358,0.544,0,0.606,0.719,108.102
6757c5642c5d5bfa07627aeb,My Chemical Romance,Welcome to the Black Parade,0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95
6757c5642c5d5bfa07627aec,Razorlight,In The Morning,0.616,0.855,-3.495,0.042,0.00379,0.000863,0.318,0.686,124.191
6757c5642c5d5bfa07627aed,The All-American Rejects,Dirty Little Secret,0.469,0.955,-4.253,0.0432,0.000343,0.00000135,0.548,0.462,143.853
6757c5642c5d5bfa07627aee,James Morrison,Wonderful World,0.474,0.71,-4.606,0.029,0.0548,0,0.0974,0.591,78.969
6757c5642c5d5bfa07627aef,Chris Brown,Yo (Excuse Me Miss),0.536,0.612,-5.847,0.272,0.119,0,0.209,0.57,86.768
6757c5642c5d5bfa07627af0,P!nk,Who Knew,0.688,0.734,-4.569,0.0274,0.00462,0,0.0756,0.46,140.004
6757c5642c5d5bfa07627af1,The Kooks,Naive,0.391,0.808,-6.209,0.0892,0.0759,0,0.149,0.737,100.304
6757c5642c5d5bfa07627af2,Leona Lewis,Bleeding Love,0.638,0.656,-5.886,0.0357,0.188,0,0.146,0.225,104.036
6757c5642c5d5bfa07627af3,Rihanna,Umbrella,0.583,0.829,-4.603,0.134,0.00864,0,0.0426,0.575,174.028
6757c5642c5d5bfa07627af4,Britney Spears,Gimme More,0.788,0.844,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324
6757c5642c5d5bfa07627af5,Fergie,Big Girls Don't Cry (Personal),0.708,0.641,-4.296,0.0335,0.205,0,0.0945,0.253,113.082
6757c5642c5d5bfa07627af6,Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,0.698,0.844,-4.789,0.0544,0.00253,0.000426,0.124,0.896,105.828
6757c5642c5d5bfa07627af7,Plain White T's,Hey There Delilah,0.656,0.291,-10.572,0.0293,0.872,0,0.114,0.298,103.971
